graph_index,tag_value,node_id,node_value
1,1.8168865864198585,POSIX_STRIDE1_COUNT,0.3010299956639812
1,1.8168865864198585,POSIX_STRIDE1_STRIDE,9.264011947863736
1,1.8168865864198585,POSIX_STRIDE2_COUNT,0.0
1,1.8168865864198585,POSIX_STRIDE2_STRIDE,0.0
1,1.8168865864198585,POSIX_STRIDE3_COUNT,0.0
1,1.8168865864198585,POSIX_STRIDE3_STRIDE,0.0
1,1.8168865864198585,POSIX_STRIDE4_COUNT,0.0
1,1.8168865864198585,POSIX_STRIDE4_STRIDE,0.0
1,1.8168865864198585,POSIX_WRITES,2.663700925389648
1,1.8168865864198585,nprocs,1.8388490907372552
