0,1
0,1
1,2
1,3
1,0
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
0,2
2,22
2,1
2,8
2,0
2,17
2,11
2,15
2,14
2,16
2,20
2,19
2,12
2,3
2,35
2,7
2,10
2,9
2,6
2,40
2,41
2,42
2,43
2,44
2,45
2,46
2,47
2,48
2,49
2,50
2,51
0,22
22,53
22,2
22,13
22,56
22,0
22,17
22,8
22,15
22,5
22,20
22,12
0,53
53,22
53,13
53,41
53,56
53,0
53,17
53,71
0,13
13,40
13,7
13,9
13,6
13,3
13,10
13,35
13,18
13,81
13,41
13,50
13,49
13,85
13,43
13,44
13,42
13,47
13,46
13,45
13,48
13,93
13,56
13,53
13,0
13,22
13,71
13,11
13,20
13,51
13,102
13,1
13,14
13,15
13,16
0,49
49,45
49,48
49,47
49,46
49,41
49,50
49,18
49,81
49,35
49,85
49,42
49,13
49,93
49,40
49,9
49,3
49,7
49,6
49,10
49,44
49,43
49,56
49,12
49,0
49,71
49,102
49,11
49,135
49,16
49,15
49,14
49,5
49,8
49,17
49,20
49,143
49,2
0,7
7,9
7,6
7,40
7,13
7,10
7,3
7,35
7,18
7,81
7,12
7,41
7,85
7,44
7,45
7,48
7,43
7,47
7,42
7,46
7,50
7,49
7,56
7,93
7,71
7,1
7,0
7,2
7,173
0,143
143,18
143,81
143,46
143,45
143,48
143,47
143,41
143,50
143,9
143,49
143,56
143,93
143,102
143,0
143,20
143,19
0,10
10,40
10,6
10,7
10,9
10,13
10,3
10,35
10,18
10,81
10,12
10,41
10,85
10,46
10,44
10,45
10,47
10,50
10,48
10,43
10,42
10,49
10,56
10,71
10,1
10,0
10,2
0,18
18,81
18,35
18,40
18,6
18,12
18,9
18,7
18,10
18,3
18,13
18,41
18,50
18,49
18,46
18,47
18,45
18,48
18,85
18,44
18,43
18,42
18,56
18,143
18,0
18,1
18,173
0,6
6,9
6,7
6,40
6,3
6,13
6,35
6,10
6,81
6,41
6,18
6,12
6,85
6,44
6,43
6,42
6,48
6,47
6,45
6,50
6,46
6,49
6,93
6,56
6,71
6,1
6,0
6,11
6,2
6,173
0,71
71,50
71,35
71,6
71,93
71,7
71,9
71,102
71,40
71,3
71,43
71,16
71,42
71,44
71,15
71,14
71,135
71,8
71,5
71,11
71,17
71,56
71,51
71,20
71,12
71,13
71,49
71,10
71,0
71,53
71,85
0,35
35,18
35,81
35,6
35,9
35,40
35,7
35,13
35,12
35,3
35,10
35,41
35,85
35,50
35,49
35,93
35,46
35,47
35,45
35,48
35,42
35,44
35,43
35,56
35,71
35,20
35,102
35,11
35,0
35,2
0,9
9,6
9,7
9,3
9,40
9,13
9,35
9,10
9,41
9,81
9,18
9,12
9,85
9,44
9,43
9,42
9,45
9,48
9,47
9,50
9,46
9,49
9,56
9,93
9,71
9,1
9,0
9,143
9,11
9,2
9,173
0,11
11,93
11,135
11,20
11,16
11,14
11,15
11,102
11,8
11,5
11,17
11,40
11,71
11,51
11,13
11,56
11,35
11,42
11,81
11,49
11,44
11,19
11,1
11,9
11,6
11,0
11,2
11,46
0,3
3,9
3,6
3,13
3,7
3,40
3,10
3,35
3,81
3,18
3,50
3,41
3,85
3,44
3,43
3,42
3,46
3,49
3,45
3,47
3,48
3,93
3,56
3,12
3,71
3,1
3,135
3,0
3,2
0,93
93,35
93,50
93,49
93,3
93,6
93,9
93,7
93,13
93,71
93,11
93,14
93,15
93,5
93,16
93,8
93,17
93,102
93,42
93,20
93,43
93,135
93,40
93,44
93,56
93,51
93,12
93,0
93,19
93,143
0,135
135,11
135,102
135,16
135,15
135,14
135,8
135,5
135,17
135,93
135,51
135,71
135,56
135,40
135,43
135,3
135,44
135,20
135,12
135,49
135,0
135,19
0,102
102,14
102,15
102,16
102,17
102,20
102,5
102,8
102,71
102,135
102,93
102,11
102,51
102,35
102,49
102,13
102,0
102,19
102,56
102,40
102,143
0,20
20,17
20,8
20,5
20,102
20,15
20,14
20,16
20,11
20,93
20,35
20,51
20,71
20,135
20,13
20,0
20,40
20,19
20,49
20,12
20,2
20,1
20,56
20,22
20,143
0,15
15,14
15,16
15,102
15,17
15,8
15,5
15,93
15,20
15,135
15,11
15,71
15,51
15,19
15,49
15,1
15,0
15,56
15,13
15,2
15,22
0,17
17,8
17,5
17,20
17,15
17,102
17,14
17,16
17,93
17,135
17,11
17,51
17,71
17,19
17,0
17,49
17,2
17,1
17,22
17,53
17,56
0,14
14,15
14,16
14,102
14,17
14,8
14,5
14,93
14,20
14,135
14,11
14,71
14,51
14,19
14,0
14,49
14,13
14,1
14,56
14,2
0,8
8,5
8,17
8,20
8,15
8,14
8,16
8,102
8,93
8,135
8,11
8,71
8,51
8,19
8,1
8,2
8,49
8,56
8,0
8,22
0,16
16,14
16,15
16,102
16,5
16,8
16,17
16,93
16,135
16,20
16,11
16,71
16,51
16,19
16,49
16,1
16,56
16,13
16,2
16,0
0,5
5,8
5,17
5,16
5,15
5,20
5,14
5,102
5,93
5,135
5,11
5,71
5,51
5,19
5,1
5,49
5,56
5,0
5,22
0,56
56,18
56,81
56,9
56,7
56,6
56,3
56,35
56,13
56,40
56,41
56,10
56,85
56,43
56,44
56,49
56,42
56,12
56,45
56,48
56,47
56,135
56,71
56,93
56,46
56,11
56,22
56,53
56,14
56,16
56,15
56,102
56,0
56,5
56,8
56,17
56,20
56,173
56,143
