Pearson_Correlation,Spearman_Correlation,Mutual_Information,Other_Attribute,Combined_Score
0.9580677300229166,0.9613023920918792,0.9829695483004596,POSIX_STRIDE2_COUNT,0.9674465568050851
0.9565523883308262,0.961302392091879,0.9454511675892894,POSIX_STRIDE3_COUNT,0.9544353160039982
0.9580677300229166,0.961302392091879,0.9049068753894778,POSIX_STRIDE2_COUNT,0.9414256658347577
0.9565523883308262,0.9613023920918792,0.8799917036182867,POSIX_STRIDE3_COUNT,0.9326154946803307
0.9038841345895572,0.9613167092244692,0.9185153423224302,POSIX_SIZE_READ_100K_1M,0.9279053953788189
-0.7202345450494014,-0.8851361373842895,1.148124624334684,POSIX_SIZE_WRITE_100_1K,0.9178317689227917
-0.7202345450494015,-0.8851361373842895,1.123554030676433,POSIX_SIZE_WRITE_100_1K,0.909641571036708
0.9038841345895572,0.9613167092244692,0.8440894801291556,POSIX_SIZE_READ_100K_1M,0.9030967746477273
0.8406617318342031,0.961302392091879,0.8876217587982149,POSIX_STRIDE4_COUNT,0.8965286275747658
0.8226922795300615,0.9376504890523326,0.9185761956959826,POSIX_STRIDE4_STRIDE,0.8929729880927922
-0.6226920254355854,-0.8201593812712527,1.2238141745257642,POSIX_SIZE_READ_0_100,0.8888885270775342
0.840661731834203,0.9613023920918792,0.8281236702401138,POSIX_STRIDE4_COUNT,0.876695931388732
-0.6226920254355853,-0.8201593812712525,1.1722481385722985,POSIX_SIZE_READ_0_100,0.8716998484263788
0.795928693267654,0.9131538751899452,0.904547474994306,POSIX_STRIDE3_STRIDE,0.8712100144839684
0.8226922795300615,0.9376504890523324,0.8466579482338812,POSIX_STRIDE4_STRIDE,0.8690002389387583
-0.6180063171484174,-0.7915140405718293,1.192740593102213,POSIX_CONSEC_WRITES,0.8674203169408199
0.8704019587651385,0.818503311633988,0.9125189854066578,POSIX_STRIDE1_COUNT,0.8671414186019281
-0.6340677675546483,-0.796488572815219,1.1660117709255968,POSIX_SIZE_WRITE_0_100,0.8655227037651546
0.7959286932676539,0.9131538751899452,0.8401463100623785,POSIX_STRIDE3_STRIDE,0.8497429595066593
0.8930457112003667,0.6760261261267194,0.9775245854174884,tag,0.8488654742481915
-0.6180063171484174,-0.7915140405718293,1.134952219422324,POSIX_CONSEC_WRITES,0.8481575257141903
0.8930457112003667,0.6760261261267194,0.971334109227012,tag,0.8468019821846994
-0.6340677675546483,-0.796488572815219,1.1015542090265988,POSIX_SIZE_WRITE_0_100,0.8440368497988221
0.8160684910405416,0.8129768984540456,0.8977686273038632,POSIX_STRIDE1_STRIDE,0.8422713389328168
0.6355065232882496,0.7299927842377744,1.1595979598574444,POSIX_ACCESS1_ACCESS,0.8416990891278228
0.8704019587651385,0.8185033116339879,0.8344163187321998,POSIX_STRIDE1_COUNT,0.8411071963771087
-0.4691154739330871,-0.7304954057596683,1.3234949446080495,POSIX_SIZE_READ_1K_10K,0.8410352747669348
-0.577612136005287,-0.7293178495012221,1.2159805742189345,POSIX_MEM_NOT_ALIGNED,0.8409701865751478
0.8160684910405416,0.8129768984540456,0.8895016238168474,POSIX_STRIDE1_STRIDE,0.8395156711038115
-0.6043179957035635,-0.7645663672865056,1.1494437997154778,POSIX_WRITES,0.839442720901849
-0.5776121360052869,-0.729317849501222,1.2095012863357946,POSIX_MEM_NOT_ALIGNED,0.8388104239474345
-0.6043179957035635,-0.7645663672865056,1.140590865638897,POSIX_WRITES,0.836491742876322
-0.6127598627548668,-0.7703654076365345,1.1229994395385738,POSIX_SEQ_WRITES,0.8353749033099916
-0.5891597605908839,-0.7298984255260815,1.1603962573426472,POSIX_ACCESS1_COUNT,0.8264848144865375
-0.4691154739330872,-0.7304954057596683,1.2783204890664348,POSIX_SIZE_READ_1K_10K,0.82597712291973
0.8130942558378961,0.8075650223348273,0.850752914207298,POSIX_STRIDE2_STRIDE,0.8238040641266737
0.8130942558378961,0.8075650223348273,0.84403338006693,POSIX_STRIDE2_STRIDE,0.8215642194132178
-0.6127598627548668,-0.7703654076365346,1.0807284657822072,POSIX_SEQ_WRITES,0.8212845787245362
-0.5891597605908839,-0.7298984255260814,1.1427510514359192,POSIX_ACCESS1_COUNT,0.8206030791842949
0.6256480260683435,0.7583377722107715,1.0654780227050258,POSIX_ACCESS2_ACCESS,0.816487940328047
0.6355065232882497,0.7299927842377744,1.0789201906687298,POSIX_ACCESS1_ACCESS,0.8148064993982512
-0.4099860468314669,-0.7344042562688256,1.2360302431645458,POSIX_OPENS,0.7934735154216127
0.6256480260683435,0.7583377722107715,0.993290482816485,POSIX_ACCESS2_ACCESS,0.7924254270318666
-0.4099860468314669,-0.7344042562688256,1.229159973055849,POSIX_OPENS,0.7911834253853804
-0.4770130444397842,-0.6864497469756558,1.1704510306490574,POSIX_BYTES_WRITTEN,0.7779712740214991
-0.4770130444397842,-0.6864497469756559,1.1499666819201717,POSIX_BYTES_WRITTEN,0.7711431577785373
-0.5228525110564725,-0.7513682543664825,1.0366867306634917,POSIX_ACCESS3_COUNT,0.7703024986954823
-0.481332250271781,-0.7341701389178285,1.085547807553569,POSIX_ACCESS4_COUNT,0.767016732247726
-0.4046311064738259,-0.7327662207976058,1.1593562111917235,POSIX_STATS,0.7655845128210518
-0.4046311064738259,-0.7327662207976057,1.1499510972535048,POSIX_STATS,0.7624494748416454
-0.5228525110564723,-0.7513682543664824,1.0104719089505054,POSIX_ACCESS3_COUNT,0.7615642247911533
-0.5159033466310703,-0.6247778887067224,1.134574852421112,POSIX_FILE_NOT_ALIGNED,0.758418695919635
