,nprocs,POSIX_OPENS,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH,POSIX_FILENOS,POSIX_MEM_ALIGNMENT,POSIX_FILE_ALIGNMENT,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_FILE_NOT_ALIGNED,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_ACCESS1_ACCESS,POSIX_ACCESS2_ACCESS,POSIX_ACCESS3_ACCESS,POSIX_ACCESS4_ACCESS,POSIX_ACCESS1_COUNT,POSIX_ACCESS2_COUNT,POSIX_ACCESS3_COUNT,POSIX_ACCESS4_COUNT,tag
nprocs,3.062784645740107,2.6940339627904053,0.17579207518454057,0.2475475564068873,1.449816123124899,0.0,0.2122555039650814,2.4976881768230705,2.253978230425974,2.5544444154572683,2.237972464179804,2.8686243159671854,2.7444333616959837,2.44263051621389,2.180196919652344,2.4691083734839148,2.2415575446950062,0.5879735978706087,2.117951141471845,2.50693100323965,2.2506005852830033,1.8029395297895943,2.26374150659963,0.8918709710327692,2.11465976229665,1.5832515434393966,0.7630542722736887,0.7041956793531173,0.8170443534683146,1.0825923405715716,0.9463257634444295,0.8292190608395942,0.76052526808016,0.9065015706279101,0.6906548499274521,0.602510399125295,0.4658748727395979,1.560014415488398,1.577143808764535,1.5354914037819245,1.500586998994135,2.2525031745178365,1.9553923843467935,1.8637453603848646,1.7514514506152021,3.0299074035752223
POSIX_OPENS,2.6940339627904035,7.729085839589089,0.24904636611608133,0.362084391147497,3.994126781127852,0.0,0.4047847453482202,5.9641252545755945,6.535526611754888,6.454811444727572,6.150356164898826,7.027529823239356,7.330399526501532,5.792287542829696,6.421189545638248,5.818061955930838,6.509738268081366,1.510267729101913,5.114973932148058,6.9132147866494735,5.33251045153436,4.152282000985984,5.025556849334701,1.8710854819097287,6.251850307443592,4.953100291910904,1.7142616469730776,1.5007484972839362,1.876582193420314,2.1765149392635417,1.7743522152812896,1.5641964134934845,1.47020088822826,1.9525781455711346,1.4547861844804537,1.327733703311751,1.0563752935001849,3.491557009489366,3.4697180986833787,3.3922141610449095,3.365249667211285,5.336666108397122,4.8279043368237735,4.60577329549149,4.439177517637327,7.688951962510927
LUSTRE_STRIPE_SIZE,0.17579207518454057,0.24904636611608144,0.4748064493315862,0.2850720850776599,0.06314997789405535,0.0,0.014060710191444286,0.25284902208717003,0.23204103525671788,0.29537157699553773,0.237014398347513,0.25678900112497877,0.24780909604048168,0.22469570779804932,0.218782594485182,0.2528014774082883,0.2260201437904063,0.04023766287172633,0.1697860342383062,0.25322926236684423,0.21954607299212417,0.17367173541317185,0.20579575842391762,0.05541312531592528,0.2148903469125222,0.15886815708377722,0.06349187033930709,0.03142644485244701,0.03199144900498888,0.25172537976472054,0.17047844934982254,0.13327903039030914,0.0753264237270312,0.12128489594090502,0.10241576978419892,0.08492566186833882,0.029782649220002934,0.2919572737037402,0.3161599006018649,0.2571941266494152,0.2311052147276757,0.239919104003542,0.21107673421867515,0.2231770383210803,0.207852907864842,0.4693961708607213
LUSTRE_STRIPE_WIDTH,0.24754755640688736,0.36208439114749713,0.2850720850776599,0.45354066538207694,0.1033284499222774,0.0,0.017150235159706973,0.3105197349763208,0.298882708224288,0.3323919887948715,0.3350337959512351,0.3799048936479006,0.3506975704273051,0.33051844254653495,0.3005352207100749,0.30574863569366617,0.293165612036944,0.06594453367865297,0.23043847189151773,0.3677259314450563,0.3122046029821965,0.25618968818046434,0.28554763514234216,0.10397085196869246,0.2922689338667539,0.21426408212617978,0.09310258309902854,0.050831115915551096,0.0667659726031817,0.27960997388077663,0.22571412225940302,0.19007911464963076,0.12805817965915964,0.1643204989812066,0.15487940133290148,0.1355200875116788,0.06426779720510986,0.31438321368930633,0.3402065675146351,0.3220710644184833,0.29821836369916704,0.3049102541657594,0.28779776468718926,0.30845757426552717,0.28350063781140183,0.4491708185637002
POSIX_FILENOS,1.4498161231248985,3.994126781127851,0.06314997789405534,0.10332844992227737,4.201073381022843,0.0,0.39809455496572427,3.450881528241037,3.7346456738078406,3.2720182227814494,3.1687570340711897,3.9318829621266422,4.143450061489681,3.4520064833707678,3.7237712172164152,3.416657787993353,3.724120482975707,1.1531796470737796,3.1537005150206823,3.956671313060145,2.9204857262702384,2.342201530198435,3.130250270280539,1.5018745866007788,3.5758321750260986,3.0004127308174278,1.3534478341702127,1.1477425922705036,1.5079821949205399,1.4714412612132366,1.2154357379172658,1.116302672188067,1.1294201386392182,1.3152973455436279,1.0350672549355153,0.9860736815243241,0.8344220781808587,1.9976364131781044,1.9862782800633512,1.9860771156556456,2.02487470811066,2.916482303341755,2.7658044687945456,2.635829847823706,2.5410544885626503,4.188922869952304
POSIX_MEM_ALIGNMENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POSIX_FILE_ALIGNMENT,0.2122555039650813,0.4047847453482202,0.01406071019144429,0.01715023515970697,0.3980945549657243,0.0,0.5289508977336548,0.38585012335236957,0.39763761285689725,0.3781273576356365,0.36067405921915996,0.443066668961205,0.45063038550450857,0.38661699052631215,0.39700630597781095,0.37763208757192,0.3965177810992853,0.04875810872138518,0.35992219978210704,0.4142749394995064,0.36590939644829934,0.3305477277355745,0.3691539237075369,0.25924357468693093,0.38587335607967277,0.33633408299354695,0.2731519293695412,0.2449866255516265,0.2368507273774433,0.24784145501070118,0.26333449318628604,0.2614191379045992,0.2684003920695842,0.21181977719176065,0.24599712890868344,0.22251357030641297,0.20272377939042754,0.28940811563935187,0.3118319369312341,0.32730905933247434,0.31117342521150965,0.34211661840008034,0.3331822760620418,0.32995729046706934,0.299302569973048,0.5257360305055021
POSIX_READS,2.4976881768230714,5.964125254575596,0.25284902208717003,0.3105197349763206,3.450881528241038,0.0,0.3858501233523695,8.06466056708479,6.521903736533264,6.481236798522662,5.392518252712191,7.909339014447767,7.283353554047621,6.667543844435617,6.436109655863194,7.188628384060004,6.502030135060191,1.566837685405114,5.320514690082494,6.969395893976948,5.600190893589333,4.174826098729897,5.507229695446309,2.0697669498972457,6.321793979786457,4.734321151495226,1.6875179716586606,1.526420073736476,1.8809774076633503,2.38870732211264,2.0471992736644586,1.7940718003630363,1.6743062530227808,2.2740654207250635,1.7355528814044294,1.6535468170104983,1.3569507854248557,3.526135437564964,3.5210828835535417,3.470214083536589,3.4673492755547985,5.511889470949022,4.954415728213971,4.6415370051755085,4.487449493739978,8.022655006496683
POSIX_WRITES,2.2539782304259743,6.5355266117548885,0.23204103525671774,0.298882708224288,3.7346456738078415,0.0,0.3976376128568972,6.5219037365332575,9.537367011091069,6.585948972923524,5.905424047062154,8.167669927673488,9.409927984423385,6.235451600122875,8.640897003475862,6.365834376777823,8.893211658689662,1.500306286868041,5.526057627502367,8.476306831010321,5.428051448563357,4.072576972889795,5.362752321411935,1.831354691149035,8.352092188287008,6.163745474785663,1.8706935353712408,1.6258968764172776,1.9895784495066509,2.17253673172242,1.802403882966874,1.6066525156520763,1.4546910762445122,2.033590194386242,1.5328563640230453,1.4538327594222662,1.14575643590847,3.773559483849098,3.6089733494834877,3.5673236796458423,3.57336151385884,5.731349611318761,5.5796369902900205,5.374094448149243,5.233557387965353,9.496559617771142
POSIX_SEEKS,2.5544444154572674,6.454811444727576,0.29537157699553773,0.3323919887948715,3.2720182227814503,0.0,0.37812735763563643,6.481236798522664,6.585948972923523,8.125008651441643,5.948539988018248,7.370006026883459,7.275928531169977,5.88668825133479,6.396113537250122,6.319994906249515,6.563552354379969,1.5069264304347196,4.918045846640905,6.809582898462898,5.444153145992383,4.1790627490873025,5.003930099684128,2.026015968238549,6.283934331294242,4.773369535713627,1.5859094042041022,1.5646812610824763,1.9176428963949397,2.3794585304157105,1.9590548043497191,1.7311198801913656,1.606082030244147,2.3266371736613447,1.6997027193233236,1.6141585489963708,1.3114192988083833,3.5823758287481953,3.590269818981549,3.425884684532367,3.386263547092486,5.584572393923138,4.82874426125955,4.566820972733249,4.425766185285394,8.083862133141496
