rank,id,POSIX_F_OPEN_START_TIMESTAMP,POSIX_F_READ_START_TIMESTAMP,POSIX_F_WRITE_START_TIMESTAMP,POSIX_F_CLOSE_START_TIMESTAMP,POSIX_F_OPEN_END_TIMESTAMP,POSIX_F_READ_END_TIMESTAMP,POSIX_F_WRITE_END_TIMESTAMP,POSIX_F_CLOSE_END_TIMESTAMP,POSIX_F_READ_TIME,POSIX_F_WRITE_TIME,POSIX_F_META_TIME,POSIX_F_MAX_READ_TIME,POSIX_F_MAX_WRITE_TIME,POSIX_F_FASTEST_RANK_TIME,POSIX_F_SLOWEST_RANK_TIME,POSIX_F_VARIANCE_RANK_TIME,POSIX_F_VARIANCE_RANK_BYTES
0,18041004828094502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012302398681640625,0.0,0.0,0.0,0.0,0.0,0.0
0,27881792604323495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001780986785888672,0.0,0.0,0.0,0.0,0.0,0.0
0,30069611700052931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001659393310546875,0.0,0.0,0.0,0.0,0.0,0.0
0,60082653787191901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012183189392089844,0.0,0.0,0.0,0.0,0.0,0.0
0,62307698008412113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001919269561767578,0.0,0.0,0.0,0.0,0.0,0.0
0,63852712692389846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012803077697753906,0.0,0.0,0.0,0.0,0.0,0.0
0,68953603357545182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002181529998779297,0.0,0.0,0.0,0.0,0.0,0.0
0,86513018969649658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011110305786132812,0.0,0.0,0.0,0.0,0.0,0.0
0,96730373703119578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001690387725830078,0.0,0.0,0.0,0.0,0.0,0.0
0,104399546762162960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017189979553222656,0.0,0.0,0.0,0.0,0.0,0.0
0,108231510780090578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015807151794433594,0.0,0.0,0.0,0.0,0.0,0.0
0,142155487060816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017499923706054688,0.0,0.0,0.0,0.0,0.0,0.0
0,163917498312583508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016307830810546875,0.0,0.0,0.0,0.0,0.0,0.0
0,164235834044563779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002460479736328125,0.0,0.0,0.0,0.0,0.0,0.0
0,183094219860720525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001609325408935547,0.0,0.0,0.0,0.0,0.0,0.0
0,201496107234434978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001850128173828125,0.0,0.0,0.0,0.0,0.0,0.0
0,239042123848410362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012493133544921875,0.0,0.0,0.0,0.0,0.0,0.0
0,301664950237594445,46.529552936553955,46.53509998321533,0.0,59.64331412315369,46.53333806991577,58.8882520198822,0.0,59.644269943237305,1.6424176692962646,0.0,0.00667262077331543,0.2472701072692871,0.0,0.0,0.0,0.0,0.0
0,321398928294347212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000202178955078125,0.0,0.0,0.0,0.0,0.0,0.0
0,343250769223058037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001728534698486328,0.0,0.0,0.0,0.0,0.0,0.0
0,369659372771135690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023293495178222656,0.0,0.0,0.0,0.0,0.0,0.0
0,380195145618347296,6.959106922149658,6.962366104125977,0.0,13.493693113327026,6.9609010219573975,13.493515014648438,0.0,13.494322061538696,5.23626184463501,0.0,0.0037689208984375,0.06219601631164551,0.0,0.0,0.0,0.0,0.0
0,397755498149999783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.0,0.0,0.0,0.0,0.0,0.0
0,418276123306588226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014591217041015625,0.0,0.0,0.0,0.0,0.0,0.0
0,438305872934145236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011587142944335938,0.0,0.0,0.0,0.0,0.0,0.0
0,475644830275005653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002200603485107422,0.0,0.0,0.0,0.0,0.0,0.0
0,476065107071856424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011587142944335938,0.0,0.0,0.0,0.0,0.0,0.0
0,477221530562210523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012493133544921875,0.0,0.0,0.0,0.0,0.0,0.0
0,520024103782784953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002071857452392578,0.0,0.0,0.0,0.0,0.0,0.0
0,544481057363865252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018405914306640625,0.0,0.0,0.0,0.0,0.0,0.0
0,553591305057427815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013399124145507812,0.0,0.0,0.0,0.0,0.0,0.0
0,567531038050433049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013518333435058594,0.0,0.0,0.0,0.0,0.0,0.0
0,594949509886348286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015401840209960938,0.0,0.0,0.0,0.0,0.0,0.0
0,595233280339741972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015997886657714844,0.0,0.0,0.0,0.0,0.0,0.0
0,609869655215340300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001399517059326172,0.0,0.0,0.0,0.0,0.0,0.0
0,629725628182554354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002510547637939453,0.0,0.0,0.0,0.0,0.0,0.0
0,632197272834478370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001418590545654297,0.0,0.0,0.0,0.0,0.0,0.0
0,673607001233361633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030422210693359375,0.0,0.0,0.0,0.0,0.0,0.0
0,723754895571331939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016999244689941406,0.0,0.0,0.0,0.0,0.0,0.0
0,741976538990782822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001380443572998047,0.0,0.0,0.0,0.0,0.0,0.0
0,750600175420237191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001690387725830078,0.0,0.0,0.0,0.0,0.0,0.0
0,750729836133999627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011682510375976562,0.0,0.0,0.0,0.0,0.0,0.0
0,786713036421762336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012302398681640625,0.0,0.0,0.0,0.0,0.0,0.0
0,826624571150185772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001518726348876953,0.0,0.0,0.0,0.0,0.0,0.0
0,851200980664707767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015306472778320312,0.0,0.0,0.0,0.0,0.0,0.0
0,873522352831614850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020599365234375,0.0,0.0,0.0,0.0,0.0,0.0
0,906423638153280511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014591217041015625,0.0,0.0,0.0,0.0,0.0,0.0
0,913199264598338659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002579689025878906,0.0,0.0,0.0,0.0,0.0,0.0
0,931778885989178552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011181831359863281,0.0,0.0,0.0,0.0,0.0,0.0
0,1029068828342425071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014710426330566406,0.0,0.0,0.0,0.0,0.0,0.0
0,1043412603173455410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002040863037109375,0.0,0.0,0.0,0.0,0.0,0.0
0,1054265451749849100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008978843688964844,0.0,0.0,0.0,0.0,0.0,0.0
0,1059740508239491662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002219676971435547,0.0,0.0,0.0,0.0,0.0,0.0
0,1060953433185770803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001361370086669922,0.0,0.0,0.0,0.0,0.0,0.0
0,1063836575300031517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013899803161621094,0.0,0.0,0.0,0.0,0.0,0.0
0,1085891294551657664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001900196075439453,0.0,0.0,0.0,0.0,0.0,0.0
0,1096679231979145818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013899803161621094,0.0,0.0,0.0,0.0,0.0,0.0
0,1107286059620181375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289844512939453,0.0,0.0,0.0,0.0,0.0,0.0
0,1165275105489526191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888938903808594e-05,0.0,0.0,0.0,0.0,0.0,0.0
0,1269565559011605906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012183189392089844,0.0,0.0,0.0,0.0,0.0,0.0
